,subtitleNullable,creatorNameNullable,creatorUrlNullable,totalBytesNullable,urlNullable,licenseNameNullable,descriptionNullable,ownerNameNullable,ownerRefNullable,titleNullable,currentVersionNumberNullable,usabilityRatingNullable,id,ref,subtitle,hasSubtitle,creatorName,hasCreatorName,creatorUrl,hasCreatorUrl,totalBytes,hasTotalBytes,url,hasUrl,lastUpdated,downloadCount,isPrivate,isFeatured,licenseName,hasLicenseName,description,hasDescription,ownerName,hasOwnerName,ownerRef,hasOwnerRef,kernelCount,title,hasTitle,topicCount,viewCount,voteCount,currentVersionNumber,hasCurrentVersionNumber,usabilityRating,hasUsabilityRating,tags,files,versions
43,Identify cancer cells in the most prevalent childhood cancer type.,Larxel,andrewmvd,909211078.0,https://www.kaggle.com/datasets/andrewmvd/leukemia-classification,Other (specified in description),,Larxel,andrewmvd,Leukemia Classification,2,0.875,849724,andrewmvd/leukemia-classification,Identify cancer cells in the most prevalent childhood cancer type.,True,Larxel,True,andrewmvd,True,909211078,True,https://www.kaggle.com/datasets/andrewmvd/leukemia-classification,True,2020-08-29T11:40:51.927Z,14254,False,False,Other (specified in description),True,,False,Larxel,True,andrewmvd,True,96,Leukemia Classification,True,0,155165,247,2,True,0.875,True,"[{'nameNullable': 'public health', 'descriptionNullable': ""This tag contains datasets and kernels on things that affect the general health of the public. They include foodborne illness, dengue fever, immunization records, and all the other things that mean you have to get a shot at the doctor's office."", 'fullPathNullable': 'subject > health and fitness > health > public health', 'ref': 'public health', 'name': 'public health', 'hasName': True, 'description': ""This tag contains datasets and kernels on things that affect the general health of the public. They include foodborne illness, dengue fever, immunization records, and all the other things that mean you have to get a shot at the doctor's office."", 'hasDescription': True, 'fullPath': 'subject > health and fitness > health > public health', 'hasFullPath': True, 'competitionCount': 2, 'datasetCount': 1848, 'scriptCount': 849, 'totalCount': 2699}, {'nameNullable': 'biology', 'descriptionNullable': 'Explore datasets and kernels about gene expressions, transcriptomics, and even the works of Charles Darwin.', 'fullPathNullable': 'subject > earth and nature > biology', 'ref': 'biology', 'name': 'biology', 'hasName': True, 'description': 'Explore datasets and kernels about gene expressions, transcriptomics, and even the works of Charles Darwin.', 'hasDescription': True, 'fullPath': 'subject > earth and nature > biology', 'hasFullPath': True, 'competitionCount': 22, 'datasetCount': 13519, 'scriptCount': 4726, 'totalCount': 18267}, {'nameNullable': 'health', 'descriptionNullable': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'fullPathNullable': 'subject > health and fitness > health', 'ref': 'health', 'name': 'health', 'hasName': True, 'description': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'hasDescription': True, 'fullPath': 'subject > health and fitness > health', 'hasFullPath': True, 'competitionCount': 293, 'datasetCount': 17797, 'scriptCount': 7964, 'totalCount': 26054}, {'nameNullable': 'medicine', 'descriptionNullable': ""Medicine is the science and practice of the diagnosis, treatment, and prevention of disease. We recommend you take two datasets and analyze them in the morning. If that doesn't work, analyze one dataset every four hours."", 'fullPathNullable': 'subject > health and fitness > health > medicine', 'ref': 'medicine', 'name': 'medicine', 'hasName': True, 'description': ""Medicine is the science and practice of the diagnosis, treatment, and prevention of disease. We recommend you take two datasets and analyze them in the morning. If that doesn't work, analyze one dataset every four hours."", 'hasDescription': True, 'fullPath': 'subject > health and fitness > health > medicine', 'hasFullPath': True, 'competitionCount': 15, 'datasetCount': 971, 'scriptCount': 1034, 'totalCount': 2020}, {'nameNullable': 'image', 'descriptionNullable': None, 'fullPathNullable': 'data type > image', 'ref': 'image', 'name': 'image', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'data type > image', 'hasFullPath': True, 'competitionCount': 461, 'datasetCount': 8337, 'scriptCount': 6054, 'totalCount': 14852}, {'nameNullable': 'health conditions', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions', 'ref': 'health conditions', 'name': 'health conditions', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions', 'hasFullPath': True, 'competitionCount': 36, 'datasetCount': 8302, 'scriptCount': 1926, 'totalCount': 10264}, {'nameNullable': 'cancer', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions > cancer', 'ref': 'cancer', 'name': 'cancer', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions > cancer', 'hasFullPath': True, 'competitionCount': 16, 'datasetCount': 12507, 'scriptCount': 3390, 'totalCount': 15913}]",[],[]
44,Great practice for testing out different algorithms,brynja,brynja,4305.0,https://www.kaggle.com/datasets/brynja/wineuci,Unknown,,brynja,brynja,Classifying wine varieties,1,0.7352941,1436,brynja/wineuci,Great practice for testing out different algorithms,True,brynja,True,brynja,True,4305,True,https://www.kaggle.com/datasets/brynja/wineuci,True,2017-06-20T23:13:05.413Z,8956,False,False,Unknown,True,,False,brynja,True,brynja,True,59,Classifying wine varieties,True,0,55753,62,1,True,0.7352941,True,"[{'nameNullable': 'alcohol', 'descriptionNullable': ""Here's to alcohol: the cause of, and solution to, all of life's problems. -- Homer J. Simpson"", 'fullPathNullable': 'subject > health and fitness > food > alcohol', 'ref': 'alcohol', 'name': 'alcohol', 'hasName': True, 'description': ""Here's to alcohol: the cause of, and solution to, all of life's problems. -- Homer J. Simpson"", 'hasDescription': True, 'fullPath': 'subject > health and fitness > food > alcohol', 'hasFullPath': True, 'competitionCount': 0, 'datasetCount': 2728, 'scriptCount': 12750, 'totalCount': 15478}, {'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}]",[],[]
45,Legal Industry - Citations Text Classification,Shivam Bansal,shivamb,15646328.0,https://www.kaggle.com/datasets/shivamb/legal-citation-text-classification,CC0: Public Domain,,Shivam Bansal,shivamb,Legal Citation Text Classification,1,1.0,1710559,shivamb/legal-citation-text-classification,Legal Industry - Citations Text Classification,True,Shivam Bansal,True,shivamb,True,15646328,True,https://www.kaggle.com/datasets/shivamb/legal-citation-text-classification,True,2021-11-11T15:48:25.827Z,2552,False,False,CC0: Public Domain,True,,False,Shivam Bansal,True,shivamb,True,10,Legal Citation Text Classification,True,0,26155,54,1,True,1.0,True,"[{'nameNullable': 'australia', 'descriptionNullable': 'This tag contains information on Australia: AKA the smallest continent, the land down under, Oz, Terra Australis or Straya.', 'fullPathNullable': 'geography and places > oceania > australia', 'ref': 'australia', 'name': 'australia', 'hasName': True, 'description': 'This tag contains information on Australia: AKA the smallest continent, the land down under, Oz, Terra Australis or Straya.', 'hasDescription': True, 'fullPath': 'geography and places > oceania > australia', 'hasFullPath': True, 'competitionCount': 3, 'datasetCount': 210, 'scriptCount': 87, 'totalCount': 300}, {'nameNullable': 'government', 'descriptionNullable': 'Government related datasets and kernels include various datasets from government agencies like the Food and Drug Administration, police agencies, and government press releases.', 'fullPathNullable': 'subject > people and society > law > government', 'ref': 'government', 'name': 'government', 'hasName': True, 'description': 'Government related datasets and kernels include various datasets from government agencies like the Food and Drug Administration, police agencies, and government press releases.', 'hasDescription': True, 'fullPath': 'subject > people and society > law > government', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 3663, 'scriptCount': 216, 'totalCount': 3880}, {'nameNullable': 'law', 'descriptionNullable': 'Law is a system of rules that are created and enforced through social or governmental institutions to regulate behavior.', 'fullPathNullable': 'subject > people and society > law', 'ref': 'law', 'name': 'law', 'hasName': True, 'description': 'Law is a system of rules that are created and enforced through social or governmental institutions to regulate behavior.', 'hasDescription': True, 'fullPath': 'subject > people and society > law', 'hasFullPath': True, 'competitionCount': 0, 'datasetCount': 12032, 'scriptCount': 278, 'totalCount': 12310}, {'nameNullable': 'nlp', 'descriptionNullable': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'fullPathNullable': 'analysis > nlp', 'ref': 'nlp', 'name': 'nlp', 'hasName': True, 'description': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'hasDescription': True, 'fullPath': 'analysis > nlp', 'hasFullPath': True, 'competitionCount': 83, 'datasetCount': 4378, 'scriptCount': 8462, 'totalCount': 12923}, {'nameNullable': 'text', 'descriptionNullable': None, 'fullPathNullable': 'data type > text', 'ref': 'text', 'name': 'text', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'data type > text', 'hasFullPath': True, 'competitionCount': 126, 'datasetCount': 7434, 'scriptCount': 4276, 'totalCount': 11836}]",[],[]
46,Classifying patients based on six features,Chris Crawford,crawford,23743.0,https://www.kaggle.com/datasets/uciml/biomechanical-features-of-orthopedic-patients,CC0: Public Domain,,UCI Machine Learning,organizations/uciml,Biomechanical features of orthopedic patients,1,0.8235294,2374,uciml/biomechanical-features-of-orthopedic-patients,Classifying patients based on six features,True,Chris Crawford,True,crawford,True,23743,True,https://www.kaggle.com/datasets/uciml/biomechanical-features-of-orthopedic-patients,True,2017-09-06T22:54:11.327Z,22485,False,False,CC0: Public Domain,True,,False,UCI Machine Learning,True,organizations/uciml,True,495,Biomechanical features of orthopedic patients,True,0,103968,245,1,True,0.8235294,True,"[{'nameNullable': 'health', 'descriptionNullable': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'fullPathNullable': 'subject > health and fitness > health', 'ref': 'health', 'name': 'health', 'hasName': True, 'description': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'hasDescription': True, 'fullPath': 'subject > health and fitness > health', 'hasFullPath': True, 'competitionCount': 293, 'datasetCount': 17797, 'scriptCount': 7964, 'totalCount': 26054}, {'nameNullable': 'health conditions', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions', 'ref': 'health conditions', 'name': 'health conditions', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions', 'hasFullPath': True, 'competitionCount': 36, 'datasetCount': 8302, 'scriptCount': 1926, 'totalCount': 10264}]",[],[]
47,Breast Cancer Wisconsin (Diagnostic) Data Set,Mohamadreza Momeni,imtkaggleteam,49854.0,https://www.kaggle.com/datasets/imtkaggleteam/breast-cancer,Other (specified in description),,Mohamadreza Momeni,imtkaggleteam,Breast Cancer,1,1.0,3890651,imtkaggleteam/breast-cancer,Breast Cancer Wisconsin (Diagnostic) Data Set,True,Mohamadreza Momeni,True,imtkaggleteam,True,49854,True,https://www.kaggle.com/datasets/imtkaggleteam/breast-cancer,True,2023-10-21T19:19:28.097Z,3027,False,False,Other (specified in description),True,,False,Mohamadreza Momeni,True,imtkaggleteam,True,20,Breast Cancer,True,0,17828,106,1,True,1.0,True,"[{'nameNullable': 'medicine', 'descriptionNullable': ""Medicine is the science and practice of the diagnosis, treatment, and prevention of disease. We recommend you take two datasets and analyze them in the morning. If that doesn't work, analyze one dataset every four hours."", 'fullPathNullable': 'subject > health and fitness > health > medicine', 'ref': 'medicine', 'name': 'medicine', 'hasName': True, 'description': ""Medicine is the science and practice of the diagnosis, treatment, and prevention of disease. We recommend you take two datasets and analyze them in the morning. If that doesn't work, analyze one dataset every four hours."", 'hasDescription': True, 'fullPath': 'subject > health and fitness > health > medicine', 'hasFullPath': True, 'competitionCount': 15, 'datasetCount': 971, 'scriptCount': 1034, 'totalCount': 2020}, {'nameNullable': 'cancer', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions > cancer', 'ref': 'cancer', 'name': 'cancer', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions > cancer', 'hasFullPath': True, 'competitionCount': 16, 'datasetCount': 12507, 'scriptCount': 3390, 'totalCount': 15913}]",[],[]
48,Headlines and categories of 400k news stories from 2014,Ed King,kinguistics,29349834.0,https://www.kaggle.com/datasets/uciml/news-aggregator-dataset,CC0: Public Domain,,UCI Machine Learning,organizations/uciml,News Aggregator Dataset,1,0.7058824,294,uciml/news-aggregator-dataset,Headlines and categories of 400k news stories from 2014,True,Ed King,True,kinguistics,True,29349834,True,https://www.kaggle.com/datasets/uciml/news-aggregator-dataset,True,2016-10-31T22:22:55.29Z,15261,False,False,CC0: Public Domain,True,,False,UCI Machine Learning,True,organizations/uciml,True,67,News Aggregator Dataset,True,0,110218,175,1,True,0.7058824,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'linguistics', 'descriptionNullable': 'The linguistics tag contains datasets and kernels that you can use for text analytics, sentiment analyses, and making clever jokes like this: Let me tell you a little about myself. It\'s a reflexive pronoun that means ""me.""', 'fullPathNullable': 'subject > people and society > social science > linguistics', 'ref': 'linguistics', 'name': 'linguistics', 'hasName': True, 'description': 'The linguistics tag contains datasets and kernels that you can use for text analytics, sentiment analyses, and making clever jokes like this: Let me tell you a little about myself. It\'s a reflexive pronoun that means ""me.""', 'hasDescription': True, 'fullPath': 'subject > people and society > social science > linguistics', 'hasFullPath': True, 'competitionCount': 25, 'datasetCount': 809, 'scriptCount': 187, 'totalCount': 1021}, {'nameNullable': 'news', 'descriptionNullable': None, 'fullPathNullable': 'subject > people and society > news', 'ref': 'news', 'name': 'news', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > people and society > news', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 13670, 'scriptCount': 3067, 'totalCount': 16738}, {'nameNullable': 'online communities', 'descriptionNullable': None, 'fullPathNullable': 'subject > science and technology > internet > online communities', 'ref': 'online communities', 'name': 'online communities', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > science and technology > internet > online communities', 'hasFullPath': True, 'competitionCount': 3, 'datasetCount': 12574, 'scriptCount': 1256, 'totalCount': 13833}]",[],[]
49,###Unveiling Student Potential: Predicting Strength of Computer Science Students,Md Hossan R.,mdhossanr,167767.0,https://www.kaggle.com/datasets/mdhossanr/computer-science-students-strength,Apache 2.0,,Md Hossan R.,mdhossanr,Computer Science Students' Strength,1,0.8235294,5247906,mdhossanr/computer-science-students-strength,###Unveiling Student Potential: Predicting Strength of Computer Science Students,True,Md Hossan R.,True,mdhossanr,True,167767,True,https://www.kaggle.com/datasets/mdhossanr/computer-science-students-strength,True,2024-06-20T18:56:40.56Z,77,False,False,Apache 2.0,True,,False,Md Hossan R.,True,mdhossanr,True,1,Computer Science Students' Strength,True,0,546,2,1,True,0.8235294,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}, {'nameNullable': 'classification', 'descriptionNullable': None, 'fullPathNullable': 'task > classification', 'ref': 'classification', 'name': 'classification', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'task > classification', 'hasFullPath': True, 'competitionCount': 127, 'datasetCount': 5199, 'scriptCount': 19229, 'totalCount': 24555}, {'nameNullable': 'english', 'descriptionNullable': '', 'fullPathNullable': 'language > english', 'ref': 'english', 'name': 'english', 'hasName': True, 'description': '', 'hasDescription': True, 'fullPath': 'language > english', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 2789, 'scriptCount': 905, 'totalCount': 3705}]",[],[]
50,Recordings of 30 study participants performing activities of daily living,Timo Bozsolik,timoboz,25693584.0,https://www.kaggle.com/datasets/uciml/human-activity-recognition-with-smartphones,CC0: Public Domain,,UCI Machine Learning,organizations/uciml,Human Activity Recognition with Smartphones,2,0.7058824,226,uciml/human-activity-recognition-with-smartphones,Recordings of 30 study participants performing activities of daily living,True,Timo Bozsolik,True,timoboz,True,25693584,True,https://www.kaggle.com/datasets/uciml/human-activity-recognition-with-smartphones,True,2019-11-13T20:04:13.067Z,57066,False,False,CC0: Public Domain,True,,False,UCI Machine Learning,True,organizations/uciml,True,423,Human Activity Recognition with Smartphones,True,0,450699,682,2,True,0.7058824,True,"[{'nameNullable': 'arts and entertainment', 'descriptionNullable': ""Activities that holds the attention and interest of an audience, or gives pleasure and delight. It can be an idea or a task, but is more likely to be one of the activities or events that have developed over thousands of years specifically for the purpose of keeping an audience's attention."", 'fullPathNullable': 'subject > arts and entertainment', 'ref': 'arts and entertainment', 'name': 'arts and entertainment', 'hasName': True, 'description': ""Activities that holds the attention and interest of an audience, or gives pleasure and delight. It can be an idea or a task, but is more likely to be one of the activities or events that have developed over thousands of years specifically for the purpose of keeping an audience's attention."", 'hasDescription': True, 'fullPath': 'subject > arts and entertainment', 'hasFullPath': True, 'competitionCount': 3, 'datasetCount': 57130, 'scriptCount': 22809, 'totalCount': 79942}, {'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}]",[],[]
51,Dataset for entires for Computer Science graduate programs available on Gradcafe,Karun,karun95,172868266.0,https://www.kaggle.com/datasets/karun95/gradcafe-computer-science-results,"Database: Open Database, Contents: Database Contents",,Karun,karun95,Gradcafe Computer Science Results,1,0.4117647,317153,karun95/gradcafe-computer-science-results,Dataset for entires for Computer Science graduate programs available on Gradcafe,True,Karun,True,karun95,True,172868266,True,https://www.kaggle.com/datasets/karun95/gradcafe-computer-science-results,True,2019-08-25T13:31:39.11Z,136,False,False,"Database: Open Database, Contents: Database Contents",True,,False,Karun,True,karun95,True,1,Gradcafe Computer Science Results,True,0,4469,5,1,True,0.4117647,True,"[{'nameNullable': 'universities and colleges', 'descriptionNullable': 'This tag contains all kinds of information about which colleges are good and how much money people make after attending classes there.', 'fullPathNullable': 'subject > people and society > education > universities and colleges', 'ref': 'universities and colleges', 'name': 'universities and colleges', 'hasName': True, 'description': 'This tag contains all kinds of information about which colleges are good and how much money people make after attending classes there.', 'hasDescription': True, 'fullPath': 'subject > people and society > education > universities and colleges', 'hasFullPath': True, 'competitionCount': 0, 'datasetCount': 10027, 'scriptCount': 480, 'totalCount': 10507}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}, {'nameNullable': 'standardized testing', 'descriptionNullable': None, 'fullPathNullable': 'subject > people and society > education > standardized testing', 'ref': 'standardized testing', 'name': 'standardized testing', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > people and society > education > standardized testing', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 9627, 'scriptCount': 428, 'totalCount': 10056}]",[],[]
52,Topic Modeling for Research Articles,Shivanand,shivanandmn,12001191.0,https://www.kaggle.com/datasets/shivanandmn/multilabel-classification-dataset,Other (specified in description),,Shivanand,shivanandmn,Multi-Label Classification Dataset,1,0.7647059,1123189,shivanandmn/multilabel-classification-dataset,Topic Modeling for Research Articles,True,Shivanand,True,shivanandmn,True,12001191,True,https://www.kaggle.com/datasets/shivanandmn/multilabel-classification-dataset,True,2021-01-28T00:29:00.697Z,4669,False,False,Other (specified in description),True,,False,Shivanand,True,shivanandmn,True,19,Multi-Label Classification Dataset,True,0,42907,45,1,True,0.7647059,True,"[{'nameNullable': 'research', 'descriptionNullable': ""Research is our endeavor to systematically increase our knowledge about the world. Whether it's undertaken by greats like Einstein or underpaid graduate students, you'll find the fruits of their labor in this tag plus the kernels that make their work reproducible."", 'fullPathNullable': 'subject > science and technology > research', 'ref': 'research', 'name': 'research', 'hasName': True, 'description': ""Research is our endeavor to systematically increase our knowledge about the world. Whether it's undertaken by greats like Einstein or underpaid graduate students, you'll find the fruits of their labor in this tag plus the kernels that make their work reproducible."", 'hasDescription': True, 'fullPath': 'subject > science and technology > research', 'hasFullPath': True, 'competitionCount': 15, 'datasetCount': 953, 'scriptCount': 414, 'totalCount': 1382}, {'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'science and technology', 'descriptionNullable': None, 'fullPathNullable': 'subject > science and technology', 'ref': 'science and technology', 'name': 'science and technology', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > science and technology', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 3560, 'scriptCount': 1567, 'totalCount': 5134}, {'nameNullable': 'nlp', 'descriptionNullable': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'fullPathNullable': 'analysis > nlp', 'ref': 'nlp', 'name': 'nlp', 'hasName': True, 'description': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'hasDescription': True, 'fullPath': 'analysis > nlp', 'hasFullPath': True, 'competitionCount': 83, 'datasetCount': 4378, 'scriptCount': 8462, 'totalCount': 12923}, {'nameNullable': 'multilabel classification', 'descriptionNullable': '', 'fullPathNullable': 'task > multilabel-classification', 'ref': 'multilabel classification', 'name': 'multilabel classification', 'hasName': True, 'description': '', 'hasDescription': True, 'fullPath': 'task > multilabel-classification', 'hasFullPath': True, 'competitionCount': 19, 'datasetCount': 283, 'scriptCount': 696, 'totalCount': 998}]",[],[]
53,Microcontroller Object Detection Dataset,Gilbert Tanner,tannergi,8745225.0,https://www.kaggle.com/datasets/tannergi/microcontroller-detection,Attribution 4.0 International (CC BY 4.0),,Gilbert Tanner,tannergi,Microcontroller Detection,1,0.88235295,426242,tannergi/microcontroller-detection,Microcontroller Object Detection Dataset,True,Gilbert Tanner,True,tannergi,True,8745225,True,https://www.kaggle.com/datasets/tannergi/microcontroller-detection,True,2019-11-25T19:03:21.72Z,5714,False,False,Attribution 4.0 International (CC BY 4.0),True,,False,Gilbert Tanner,True,tannergi,True,8,Microcontroller Detection,True,0,24457,39,1,True,0.88235295,True,"[{'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}, {'nameNullable': 'electronics', 'descriptionNullable': 'Electronics is the science of controlling electrical energy electrically, in which the electrons have a fundamental role.', 'fullPathNullable': 'subject > science and technology > electronics', 'ref': 'electronics', 'name': 'electronics', 'hasName': True, 'description': 'Electronics is the science of controlling electrical energy electrically, in which the electrons have a fundamental role.', 'hasDescription': True, 'fullPath': 'subject > science and technology > electronics', 'hasFullPath': True, 'competitionCount': 3, 'datasetCount': 9642, 'scriptCount': 244, 'totalCount': 9889}]",[],[]
